zone_id,lat,lon,n_mineralized_obs,n_barren_obs,label_class,conflict,label,label_source
r04_c10,21.695,80.155,0,1,barren,False,0.0,REAL_GEOLOGICAL
r04_c11,21.695,80.165,0,1,barren,False,0.0,REAL_GEOLOGICAL
r04_c12,21.695,80.175,0,1,barren,False,0.0,REAL_GEOLOGICAL
r04_c13,21.695,80.185,0,1,barren,False,0.0,REAL_GEOLOGICAL
r04_c14,21.695,80.195,0,1,barren,False,0.0,REAL_GEOLOGICAL
r04_c15,21.695,80.205,0,1,barren,False,0.0,REAL_GEOLOGICAL
r04_c16,21.695,80.215,0,1,barren,False,0.0,REAL_GEOLOGICAL
r04_c17,21.695,80.225,0,1,barren,False,0.0,REAL_GEOLOGICAL
r04_c18,21.695,80.235,0,1,barren,False,0.0,REAL_GEOLOGICAL
r04_c19,21.695,80.245,0,1,barren,False,0.0,REAL_GEOLOGICAL
r04_c20,21.695,80.255,0,1,barren,False,0.0,REAL_GEOLOGICAL
r04_c21,21.695,80.265,0,1,barren,False,0.0,REAL_GEOLOGICAL
r04_c22,21.695,80.275,0,1,barren,False,0.0,REAL_GEOLOGICAL
r04_c23,21.695,80.285,0,1,barren,False,0.0,REAL_GEOLOGICAL
r04_c24,21.695,80.295,0,1,barren,False,0.0,REAL_GEOLOGICAL
r04_c25,21.695,80.305,0,1,barren,False,0.0,REAL_GEOLOGICAL
r04_c26,21.695,80.315,0,1,barren,False,0.0,REAL_GEOLOGICAL
r04_c27,21.695,80.325,0,1,barren,False,0.0,REAL_GEOLOGICAL
r04_c28,21.695,80.335,0,1,barren,False,0.0,REAL_GEOLOGICAL
r04_c29,21.695,80.345,0,1,barren,False,0.0,REAL_GEOLOGICAL
r05_c00,21.705,80.055,0,1,barren,False,0.0,REAL_GEOLOGICAL
r05_c01,21.705,80.065,0,1,barren,False,0.0,REAL_GEOLOGICAL
r05_c02,21.705,80.075,0,1,barren,False,0.0,REAL_GEOLOGICAL
r05_c03,21.705,80.085,0,1,barren,False,0.0,REAL_GEOLOGICAL
r05_c04,21.705,80.095,0,1,barren,False,0.0,REAL_GEOLOGICAL
r05_c05,21.705,80.105,0,1,barren,False,0.0,REAL_GEOLOGICAL
r05_c06,21.705,80.115,0,1,barren,False,0.0,REAL_GEOLOGICAL
r05_c07,21.705,80.125,0,1,barren,False,0.0,REAL_GEOLOGICAL
r05_c08,21.705,80.135,0,1,barren,False,0.0,REAL_GEOLOGICAL
r05_c09,21.705,80.145,0,1,barren,False,0.0,REAL_GEOLOGICAL
r05_c10,21.705,80.155,0,1,barren,False,0.0,REAL_GEOLOGICAL
r05_c11,21.705,80.165,0,1,barren,False,0.0,REAL_GEOLOGICAL
r05_c12,21.705,80.175,0,1,barren,False,0.0,REAL_GEOLOGICAL
r05_c13,21.705,80.185,0,1,barren,False,0.0,REAL_GEOLOGICAL
r05_c14,21.705,80.195,0,1,barren,False,0.0,REAL_GEOLOGICAL
r05_c15,21.705,80.205,0,1,barren,False,0.0,REAL_GEOLOGICAL
r05_c16,21.705,80.215,0,1,barren,False,0.0,REAL_GEOLOGICAL
r05_c17,21.705,80.225,0,1,barren,False,0.0,REAL_GEOLOGICAL
r05_c18,21.705,80.235,0,1,barren,False,0.0,REAL_GEOLOGICAL
r05_c19,21.705,80.245,0,1,barren,False,0.0,REAL_GEOLOGICAL
r05_c20,21.705,80.255,0,1,barren,False,0.0,REAL_GEOLOGICAL
r05_c21,21.705,80.265,0,1,barren,False,0.0,REAL_GEOLOGICAL
r05_c22,21.705,80.275,0,1,barren,False,0.0,REAL_GEOLOGICAL
r05_c23,21.705,80.285,0,1,barren,False,0.0,REAL_GEOLOGICAL
r05_c24,21.705,80.295,0,1,barren,False,0.0,REAL_GEOLOGICAL
r05_c25,21.705,80.305,0,1,barren,False,0.0,REAL_GEOLOGICAL
r05_c26,21.705,80.315,0,1,barren,False,0.0,REAL_GEOLOGICAL
r05_c27,21.705,80.325,0,1,barren,False,0.0,REAL_GEOLOGICAL
r05_c28,21.705,80.335,0,1,barren,False,0.0,REAL_GEOLOGICAL
r05_c29,21.705,80.345,0,1,barren,False,0.0,REAL_GEOLOGICAL
r06_c00,21.715,80.055,0,1,barren,False,0.0,REAL_GEOLOGICAL
r06_c01,21.715,80.065,0,1,barren,False,0.0,REAL_GEOLOGICAL
r06_c02,21.715,80.075,0,1,barren,False,0.0,REAL_GEOLOGICAL
r06_c03,21.715,80.085,0,1,barren,False,0.0,REAL_GEOLOGICAL
r06_c04,21.715,80.095,0,1,barren,False,0.0,REAL_GEOLOGICAL
r06_c05,21.715,80.105,0,1,barren,False,0.0,REAL_GEOLOGICAL
r06_c06,21.715,80.115,0,1,barren,False,0.0,REAL_GEOLOGICAL
r06_c07,21.715,80.125,0,1,barren,False,0.0,REAL_GEOLOGICAL
r06_c08,21.715,80.135,0,1,barren,False,0.0,REAL_GEOLOGICAL
r06_c09,21.715,80.145,0,1,barren,False,0.0,REAL_GEOLOGICAL
r06_c10,21.715,80.155,0,1,barren,False,0.0,REAL_GEOLOGICAL
r06_c11,21.715,80.165,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r06_c12,21.715,80.175,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r06_c13,21.715,80.185,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r06_c14,21.715,80.195,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r06_c15,21.715,80.205,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r06_c16,21.715,80.215,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r06_c17,21.715,80.225,0,1,barren,False,0.0,REAL_GEOLOGICAL
r06_c18,21.715,80.235,0,1,barren,False,0.0,REAL_GEOLOGICAL
r06_c19,21.715,80.245,0,1,barren,False,0.0,REAL_GEOLOGICAL
r06_c20,21.715,80.255,0,1,barren,False,0.0,REAL_GEOLOGICAL
r06_c21,21.715,80.265,0,1,barren,False,0.0,REAL_GEOLOGICAL
r06_c22,21.715,80.275,0,1,barren,False,0.0,REAL_GEOLOGICAL
r06_c23,21.715,80.285,0,1,barren,False,0.0,REAL_GEOLOGICAL
r06_c24,21.715,80.295,0,1,barren,False,0.0,REAL_GEOLOGICAL
r06_c25,21.715,80.305,0,1,barren,False,0.0,REAL_GEOLOGICAL
r06_c26,21.715,80.315,0,1,barren,False,0.0,REAL_GEOLOGICAL
r06_c27,21.715,80.325,0,1,barren,False,0.0,REAL_GEOLOGICAL
r06_c28,21.715,80.335,0,1,barren,False,0.0,REAL_GEOLOGICAL
r06_c29,21.715,80.345,0,1,barren,False,0.0,REAL_GEOLOGICAL
r07_c00,21.725,80.055,0,1,barren,False,0.0,REAL_GEOLOGICAL
r07_c01,21.725,80.065,0,1,barren,False,0.0,REAL_GEOLOGICAL
r07_c02,21.725,80.075,0,1,barren,False,0.0,REAL_GEOLOGICAL
r07_c03,21.725,80.085,0,1,barren,False,0.0,REAL_GEOLOGICAL
r07_c04,21.725,80.095,0,1,barren,False,0.0,REAL_GEOLOGICAL
r07_c05,21.725,80.105,0,1,barren,False,0.0,REAL_GEOLOGICAL
r07_c06,21.725,80.115,0,1,barren,False,0.0,REAL_GEOLOGICAL
r07_c07,21.725,80.125,0,1,barren,False,0.0,REAL_GEOLOGICAL
r07_c08,21.725,80.135,0,1,barren,False,0.0,REAL_GEOLOGICAL
r07_c09,21.725,80.145,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r07_c10,21.725,80.155,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r07_c11,21.725,80.165,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r07_c12,21.725,80.175,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r07_c13,21.725,80.185,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r07_c14,21.725,80.195,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r07_c15,21.725,80.205,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r07_c16,21.725,80.215,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r07_c17,21.725,80.225,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r07_c18,21.725,80.235,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r07_c19,21.725,80.245,0,1,barren,False,0.0,REAL_GEOLOGICAL
r07_c20,21.725,80.255,0,1,barren,False,0.0,REAL_GEOLOGICAL
r07_c21,21.725,80.265,0,1,barren,False,0.0,REAL_GEOLOGICAL
r07_c22,21.725,80.275,0,1,barren,False,0.0,REAL_GEOLOGICAL
r07_c23,21.725,80.285,0,1,barren,False,0.0,REAL_GEOLOGICAL
r07_c24,21.725,80.295,0,1,barren,False,0.0,REAL_GEOLOGICAL
r07_c25,21.725,80.305,0,1,barren,False,0.0,REAL_GEOLOGICAL
r07_c26,21.725,80.315,0,1,barren,False,0.0,REAL_GEOLOGICAL
r07_c27,21.725,80.325,0,1,barren,False,0.0,REAL_GEOLOGICAL
r07_c28,21.725,80.335,0,1,barren,False,0.0,REAL_GEOLOGICAL
r07_c29,21.725,80.345,0,1,barren,False,0.0,REAL_GEOLOGICAL
r08_c00,21.735,80.055,0,1,barren,False,0.0,REAL_GEOLOGICAL
r08_c01,21.735,80.065,0,1,barren,False,0.0,REAL_GEOLOGICAL
r08_c02,21.735,80.075,0,1,barren,False,0.0,REAL_GEOLOGICAL
r08_c03,21.735,80.085,0,1,barren,False,0.0,REAL_GEOLOGICAL
r08_c04,21.735,80.095,0,1,barren,False,0.0,REAL_GEOLOGICAL
r08_c05,21.735,80.105,0,1,barren,False,0.0,REAL_GEOLOGICAL
r08_c06,21.735,80.115,0,1,barren,False,0.0,REAL_GEOLOGICAL
r08_c07,21.735,80.125,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r08_c08,21.735,80.135,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r08_c09,21.735,80.145,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r08_c10,21.735,80.155,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r08_c11,21.735,80.165,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r08_c12,21.735,80.175,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r08_c13,21.735,80.185,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r08_c14,21.735,80.195,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r08_c15,21.735,80.205,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r08_c16,21.735,80.215,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r08_c17,21.735,80.225,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r08_c18,21.735,80.235,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r08_c19,21.735,80.245,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r08_c20,21.735,80.255,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r08_c21,21.735,80.265,0,1,barren,False,0.0,REAL_GEOLOGICAL
r08_c22,21.735,80.275,0,1,barren,False,0.0,REAL_GEOLOGICAL
r08_c23,21.735,80.285,0,1,barren,False,0.0,REAL_GEOLOGICAL
r08_c24,21.735,80.295,0,1,barren,False,0.0,REAL_GEOLOGICAL
r08_c25,21.735,80.305,0,1,barren,False,0.0,REAL_GEOLOGICAL
r08_c26,21.735,80.315,0,1,barren,False,0.0,REAL_GEOLOGICAL
r08_c27,21.735,80.325,0,1,barren,False,0.0,REAL_GEOLOGICAL
r08_c28,21.735,80.335,0,1,barren,False,0.0,REAL_GEOLOGICAL
r08_c29,21.735,80.345,0,1,barren,False,0.0,REAL_GEOLOGICAL
r09_c00,21.745,80.055,0,1,barren,False,0.0,REAL_GEOLOGICAL
r09_c01,21.745,80.065,0,1,barren,False,0.0,REAL_GEOLOGICAL
r09_c02,21.745,80.075,0,1,barren,False,0.0,REAL_GEOLOGICAL
r09_c03,21.745,80.085,0,1,barren,False,0.0,REAL_GEOLOGICAL
r09_c04,21.745,80.095,0,1,barren,False,0.0,REAL_GEOLOGICAL
r09_c05,21.745,80.105,0,1,barren,False,0.0,REAL_GEOLOGICAL
r09_c06,21.745,80.115,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r09_c07,21.745,80.125,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r09_c08,21.745,80.135,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r09_c09,21.745,80.145,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r09_c10,21.745,80.155,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r09_c11,21.745,80.165,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r09_c12,21.745,80.175,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r09_c13,21.745,80.185,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r09_c14,21.745,80.195,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r09_c15,21.745,80.205,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r09_c16,21.745,80.215,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r09_c17,21.745,80.225,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r09_c18,21.745,80.235,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r09_c19,21.745,80.245,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r09_c20,21.745,80.255,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r09_c21,21.745,80.265,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r09_c22,21.745,80.275,0,1,barren,False,0.0,REAL_GEOLOGICAL
r09_c23,21.745,80.285,0,1,barren,False,0.0,REAL_GEOLOGICAL
r09_c24,21.745,80.295,0,1,barren,False,0.0,REAL_GEOLOGICAL
r09_c25,21.745,80.305,0,1,barren,False,0.0,REAL_GEOLOGICAL
r09_c26,21.745,80.315,0,1,barren,False,0.0,REAL_GEOLOGICAL
r09_c27,21.745,80.325,0,1,barren,False,0.0,REAL_GEOLOGICAL
r09_c28,21.745,80.335,0,1,barren,False,0.0,REAL_GEOLOGICAL
r09_c29,21.745,80.345,0,1,barren,False,0.0,REAL_GEOLOGICAL
r10_c00,21.755,80.055,0,1,barren,False,0.0,REAL_GEOLOGICAL
r10_c01,21.755,80.065,0,1,barren,False,0.0,REAL_GEOLOGICAL
r10_c02,21.755,80.075,0,1,barren,False,0.0,REAL_GEOLOGICAL
r10_c03,21.755,80.085,0,1,barren,False,0.0,REAL_GEOLOGICAL
r10_c04,21.755,80.095,0,1,barren,False,0.0,REAL_GEOLOGICAL
r10_c05,21.755,80.105,0,1,barren,False,0.0,REAL_GEOLOGICAL
r10_c06,21.755,80.115,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r10_c07,21.755,80.125,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r10_c08,21.755,80.135,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r10_c09,21.755,80.145,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r10_c10,21.755,80.155,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r10_c11,21.755,80.165,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r10_c12,21.755,80.175,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r10_c13,21.755,80.185,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r10_c14,21.755,80.195,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r10_c15,21.755,80.205,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r10_c16,21.755,80.215,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r10_c17,21.755,80.225,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r10_c18,21.755,80.235,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r10_c19,21.755,80.245,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r10_c20,21.755,80.255,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r10_c21,21.755,80.265,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
r10_c22,21.755,80.275,0,1,barren,False,0.0,REAL_GEOLOGICAL
r10_c23,21.755,80.285,0,1,barren,False,0.0,REAL_GEOLOGICAL
r10_c24,21.755,80.295,0,1,barren,False,0.0,REAL_GEOLOGICAL
r10_c25,21.755,80.305,0,1,barren,False,0.0,REAL_GEOLOGICAL
r10_c26,21.755,80.315,0,1,barren,False,0.0,REAL_GEOLOGICAL
r10_c27,21.755,80.325,0,1,barren,False,0.0,REAL_GEOLOGICAL
r10_c28,21.755,80.335,0,1,barren,False,0.0,REAL_GEOLOGICAL
r10_c29,21.755,80.345,0,1,barren,False,0.0,REAL_GEOLOGICAL
r11_c00,21.765,80.055,0,1,barren,False,0.0,REAL_GEOLOGICAL
r11_c01,21.765,80.065,0,1,barren,False,0.0,REAL_GEOLOGICAL
r11_c02,21.765,80.075,0,1,barren,False,0.0,REAL_GEOLOGICAL
r11_c03,21.765,80.085,0,1,barren,False,0.0,REAL_GEOLOGICAL
r11_c04,21.765,80.095,0,1,barren,False,0.0,REAL_GEOLOGICAL
r11_c05,21.765,80.105,1,0,mineralized,False,1.0,REAL_GEOLOGICAL
